repo_id,repo_name,organization,category,subcategory,popularity_tier,stars,forks,watchers,open_issues,closed_issues,open_pull_requests,merged_pull_requests,contributors_count,total_commits,primary_language,secondary_languages,framework_dependency,license_type,first_commit_date,last_commit_date,repo_age_days,is_actively_maintained,monthly_downloads,monthly_active_users,release_count,avg_issue_response_hours,code_size_kb,has_documentation,has_ci_cd,has_docker_support,has_unit_tests,has_changelog,has_arxiv_paper,has_live_demo,has_api,has_cli,has_gui,readme_quality,community_sentiment_score,package_manager,minimum_python_version,hardware_requirement,cloud_integration,repo_health_score
R01116,next-audio-base11,research-lab-36,Natural Language Processing,Named Entity Recognition,popular,12899,934,356,263,1120,19,329,98,1011,Python,Zig|Mojo|Swift,PyTorch,Apache-2.0,2021-02-22,2024-05-20,1183,False,113004,10640,24,326.0,490,True,True,False,True,True,False,True,False,True,False,Excellent,0.816,docker-only,3.8+,TPU,Together AI,82.9
R01117,tunestudio,indie-dev-56,Natural Language Processing,Embeddings,moderate,1045,111,44,19,271,0,0,1,21,Python,None,TensorFlow,MIT,2018-11-21,2020-09-09,658,False,1748,84,16,312.3,391,False,False,True,True,False,False,False,False,True,False,Poor,0.898,source-only,3.8+,Multi-GPU,Modal,33.5
R01118,ultra-diff,startup-40,Graph & Geometric ML,Molecular ML,new,23,1,0,1,3,3,80,1,10,Python,Java,JAX,MIT,2023-08-27,2024-04-23,240,False,129,18,1,191.2,489,False,False,False,True,False,False,True,False,True,False,Excellent,0.383,pip,3.10+,CPU,AWS,18.4
R01119,CIUB,nomic-ai,Generative AI,3D Generation,niche,212,13,2,0,0,2,36,3,94,Python,Zig,None/Custom,Apache-2.0,2017-10-19,2019-12-05,777,False,726,104,7,153.8,240,False,True,True,False,False,False,False,False,True,False,Average,0.544,brew,3.12+,CPU+GPU,Azure,16.0
R01120,distill-forge,eleutherai,Generative AI,Creative AI,new,24,3,1,10,44,5,52,2,81,Python,Go,ONNX,MIT,2022-09-10,2024-11-13,795,False,197,12,7,133.0,3271,False,True,True,True,False,False,False,True,False,False,Good,0.61,cargo,3.11+,Multi-GPU,Replicate,33.6
R01121,GEHRA,research-lab-37,Natural Language Processing,Question Answering,niche,234,69,13,2,29,0,0,1,11,Python,Kotlin|Mojo,MLX,MIT,2017-08-22,2022-05-02,1714,False,1853,218,14,130.0,1360,True,True,False,True,False,False,True,True,True,False,Poor,0.857,brew,3.11+,AMD ROCm,Replicate,50.4
R01122,auto-agent,indie-dev-17,Audio & Speech,Voice Cloning,new,19,5,0,3,15,0,0,1,10,TypeScript,Java,TensorFlow,Apache-2.0,2015-01-20,2020-11-19,2130,False,174,11,17,139.0,1660,False,False,False,False,True,False,True,True,False,False,Poor,0.912,conda,N/A,CPU,Together AI,21.2
R01123,MXX,indie-dev-27,Natural Language Processing,Text Summarization,popular,5870,1963,294,61,857,20,132,79,1205,Python,TypeScript|Lua,TensorFlow,Proprietary,2018-10-23,2021-11-30,1134,False,22186,1321,3,105.9,303,True,True,False,False,False,False,True,True,True,True,Good,0.901,source-only,3.10+,CPU+GPU,None,51.2
R01124,dyna-diff-studio,stability-ai,Data Engineering,Data Cleaning,niche,238,83,15,4,9,0,0,1,10,Zig,None,PyTorch,Proprietary,2015-02-06,2017-10-08,975,False,923,38,14,243.6,324,False,True,False,True,False,False,False,False,True,True,Excellent,0.676,brew,N/A,CPU+GPU,Multi-cloud,38.0
R01125,VZBS42,startup-22,AI Safety & Interpretability,Explainability,niche,331,99,21,2,8,1,22,1,33,Python,None,ONNX,MIT,2021-07-26,2022-09-25,426,False,3151,67,3,179.1,1313,False,False,True,True,True,False,False,False,False,False,Good,0.671,docker-only,3.12+,CPU+GPU,Together AI,21.0
R01126,ultra-merge-core,research-lab-36,Natural Language Processing,Text Generation,niche,287,76,10,2,10,1,11,1,10,Go,None,PyTorch,BSD-3-Clause,2019-09-17,2021-09-23,737,False,743,7,12,212.4,1648,True,False,False,True,False,True,False,True,False,False,Poor,0.723,brew,N/A,Multi-GPU,Hugging Face,38.0
R01127,hyper-prune-ai2,startup-10,Computer Vision,3D Vision,niche,500,159,13,7,69,2,20,1,12,C++,Julia|Swift,JAX,AGPL-3.0,2024-12-20,2025-02-22,64,False,5080,305,0,237.8,1922,False,True,True,True,True,False,False,True,True,False,Average,0.791,brew,N/A,AMD ROCm,GCP,30.2
R01128,fast-text,indie-dev-59,AI Safety & Interpretability,Explainability,new,25,3,1,4,13,5,143,1,30,C++,Java|Swift|Kotlin,Triton,BSD-3-Clause,2021-03-28,2021-11-24,241,False,12,15,1,190.4,180,True,True,False,False,False,False,True,False,True,False,Poor,0.637,cargo,N/A,CPU+GPU,Hugging Face,28.5
R01129,poly-infer-box,indie-dev-63,MLOps & Infrastructure,Data Versioning,new,26,4,1,15,221,5,62,1,11,Python,Scala|C,PyTorch,MIT,2016-11-23,2024-07-16,2792,False,113,15,28,128.7,501,False,True,False,True,False,False,True,True,False,True,Average,0.328,brew,3.12+,CPU,AWS,44.5
R01130,ICXAP,aws,Graph & Geometric ML,Graph Neural Networks,niche,246,70,10,5,30,1,25,4,17,Python,None,PyTorch,Apache-2.0,2019-09-03,2021-02-02,518,False,125,6,12,225.0,83,False,False,False,False,False,False,False,False,True,False,Poor,0.73,source-only,3.9+,TPU,Azure,18.5
R01131,quant-spark,research-lab-3,AI Safety & Interpretability,Adversarial Robustness,niche,270,88,3,2,7,0,0,2,23,Python,C|C++|R,PyTorch,MIT,2022-07-26,2025-06-04,1044,False,1196,135,15,287.6,411,True,True,True,False,False,False,False,True,True,False,Missing,0.626,pip+conda,3.12+,CPU,Replicate,39.8
R01132,bertkit,indie-dev-32,Generative AI,3D Generation,niche,500,162,25,8,79,0,0,1,40,Python,None,Keras,GPL-3.0,2023-01-23,2025-07-04,893,False,432,52,5,218.8,66,True,True,False,False,False,True,True,False,False,False,Missing,0.778,pip,3.8+,TPU,Modal,33.9
R01133,omni-tensor,startup-18,AI Safety & Interpretability,Guardrails,niche,456,149,21,4,32,1,26,1,15,C++,None,TensorFlow,BSD-3-Clause,2015-09-06,2021-09-05,2191,False,6340,326,19,361.0,749,False,False,False,True,True,False,False,False,False,False,Average,0.582,docker-only,N/A,Apple Silicon,Azure,34.2
R01134,quantjs,startup-41,Generative AI,3D Generation,niche,185,21,10,4,40,4,82,1,15,Python,Zig|Julia,ONNX,MIT,2019-08-04,2021-08-23,750,False,1737,53,13,55.4,1865,True,True,True,False,False,False,False,False,False,False,Average,0.319,source-only,3.11+,TPU,AWS,39.3
R01135,poly-train-kit8,together-ai,Large Language Models,Evaluation & Benchmarks,popular,7194,2474,131,58,479,12,94,31,624,Python,Kotlin|R|Julia,PyTorch,Proprietary,2019-06-15,2022-01-24,954,False,8039,305,7,160.9,772,True,True,True,True,False,True,False,False,False,False,Excellent,0.914,source-only,3.9+,TPU,GCP,61.7
R01136,pruneforge,indie-dev-9,Large Language Models,Inference Engines,niche,218,66,3,4,51,0,0,1,14,TypeScript,Java,None/Custom,MIT,2020-03-19,2024-10-11,1667,False,183,21,27,367.3,443,False,False,False,True,False,False,False,True,False,False,Poor,0.792,npm,N/A,CUDA GPU,Modal,34.8
R01137,netpy,lm-sys,Reinforcement Learning,Robotics Control,viral,36096,6493,1595,214,1614,114,1097,332,4909,C++,Go|Swift|TypeScript,MLX,LGPL-3.0,2020-12-22,2023-01-17,756,False,414894,16122,6,117.2,1969,True,True,True,True,True,True,True,True,False,False,Average,0.964,pip,N/A,CPU,Together AI,73.3
R01138,EUGI,startup-10,Natural Language Processing,Named Entity Recognition,niche,346,117,15,2,7,1,8,1,26,Python,R,PyTorch,GPL-3.0,2019-12-31,2020-03-15,75,False,1803,264,0,73.8,65,False,True,False,True,False,False,True,False,False,False,Excellent,0.981,brew,3.9+,TPU,GCP,28.6
R01139,ZWUUL,indie-dev-47,Computer Vision,Image Classification,moderate,3000,213,100,33,479,6,146,7,75,Python,R|Kotlin|Julia,TensorFlow,BSD-3-Clause,2021-05-29,2025-03-08,1379,False,6445,775,24,178.3,240,True,False,False,True,False,False,False,False,False,False,Excellent,0.716,brew,3.9+,CUDA GPU,Multi-cloud,51.1
R01140,QQLT,startup-5,MLOps & Infrastructure,Pipeline Orchestration,niche,483,82,27,5,49,2,26,1,35,Zig,Python|TypeScript|C,TensorFlow,Proprietary,2016-06-27,2022-06-21,2185,False,3045,184,13,296.9,1047,True,False,False,False,False,True,False,True,True,False,Average,0.74,pip+conda,N/A,CPU+GPU,Hugging Face,29.9
R01141,poly-text-spark,indie-dev-24,Natural Language Processing,Machine Translation,niche,359,71,21,5,31,0,0,4,43,Python,None,None/Custom,Apache-2.0,2015-02-17,2019-08-27,1652,False,240,13,14,274.5,16945,False,False,False,False,False,False,False,False,False,False,Average,0.911,source-only,3.9+,CUDA GPU,GCP,20.2
R01142,mini-distill,indie-dev-19,Audio & Speech,Text-to-Speech,new,50,3,1,12,174,1,29,1,13,Python,Zig|Kotlin|Go,MLX,Apache-2.0,2016-08-23,2021-12-28,1953,False,11,13,36,134.3,3266,False,False,True,False,False,False,False,True,False,False,Average,0.334,pip+conda,3.10+,TPU,Hugging Face,24.6
R01143,audio-base,indie-dev-65,Natural Language Processing,RAG Frameworks,viral,74561,18168,2646,746,7617,92,1135,301,7828,Python,None,PyTorch,BSD-3-Clause,2017-06-08,2017-11-13,158,False,173482,25496,0,94.3,1714,True,True,False,True,True,False,False,True,False,False,Good,0.719,npm,3.9+,Multi-GPU,Multi-cloud,69.1
R01144,next-prune-core,pinecone-io,Reinforcement Learning,Policy Optimization,niche,192,11,14,2,19,3,25,3,76,C++,Scala,PyTorch,GPL-3.0,2021-09-17,2022-02-27,163,False,821,48,0,161.3,100,True,True,False,False,True,False,False,False,False,False,Average,0.787,cargo,N/A,CPU+GPU,Modal,29.7
R01145,TLUI,indie-dev-50,Computer Vision,Image Classification,popular,7649,1067,81,31,145,32,736,80,2956,TypeScript,None,PyTorch,MIT,2023-12-01,2024-02-28,89,False,16499,1289,0,193.6,268,True,True,False,True,False,True,False,True,True,False,Poor,0.762,docker-only,N/A,Multi-GPU,Replicate,61.5
R01146,diffjs,startup-22,Reinforcement Learning,Environments & Simulators,moderate,3000,429,232,18,129,5,99,87,850,R,Zig|Swift,MLX,BSD-3-Clause,2017-05-24,2025-03-13,2850,False,19434,605,18,132.8,340,False,False,False,False,False,False,False,True,False,False,Good,0.647,docker-only,N/A,CPU+GPU,Modal,37.0
R01147,QHOIH34,research-lab-15,Audio & Speech,Speech Recognition,moderate,1680,285,73,40,244,16,412,2,36,Python,None,JAX,Apache-2.0,2024-03-10,2025-05-26,442,False,693,98,2,220.0,3021,False,True,True,False,False,False,False,True,False,False,Good,0.859,cargo,3.10+,CUDA GPU,Hugging Face,23.7
R01148,quick-tune-wave,intel-analytics,Audio & Speech,Text-to-Speech,new,15,3,1,11,151,3,71,1,10,Python,C++|Rust,JAX,MIT,2017-02-03,2018-04-27,448,False,202,27,1,48.3,755,True,True,False,True,True,False,False,True,False,False,Good,0.64,conda,3.12+,Multi-GPU,GCP,40.2
R01149,textlib,startup-27,Large Language Models,Fine-tuning Tools,popular,3000,819,52,70,451,5,144,41,483,Lua,Mojo|Scala|Java,None/Custom,Custom,2018-10-16,2019-05-15,211,False,12962,550,2,219.9,762,True,True,True,False,True,False,False,True,False,True,Average,0.721,cargo,N/A,CUDA GPU,Multi-cloud,40.3
R01150,super-rl-flow,prefecthq,Data Engineering,Data Labeling,niche,355,65,11,4,39,0,0,1,41,Python,Zig,Flax,MIT,2024-02-20,2024-11-04,258,False,1206,177,1,204.7,250,True,False,True,False,True,False,True,True,True,False,Good,0.61,source-only,3.8+,AMD ROCm,Together AI,20.6
R01151,flash-text,research-lab-15,Graph & Geometric ML,Point Cloud Processing,new,9,1,0,3,12,1,19,1,41,C,None,None/Custom,MIT,2021-05-16,2025-10-10,1608,True,4,22,17,66.0,176,True,False,False,False,False,False,False,False,True,False,Average,0.356,brew,N/A,CPU,AWS,45.9
R01152,UJT,startup-37,Large Language Models,Multimodal Models,moderate,2941,968,198,15,194,6,178,6,111,Python,None,Triton,GPL-3.0,2017-04-15,2025-04-19,2926,False,4226,463,52,58.1,1836,False,False,False,True,False,False,True,True,True,False,Good,0.721,cargo,3.8+,CUDA GPU,None,40.8
R01153,FEBS,research-lab-30,Reinforcement Learning,Game AI,new,16,1,1,6,68,3,73,1,26,Java,Swift|Julia,JAX,Apache-2.0,2015-08-02,2024-12-08,3416,False,40,9,64,226.4,3493,False,True,True,True,True,False,False,True,False,False,Excellent,0.698,cargo,N/A,CPU,AWS,44.3
R01154,smart-search63,intel-analytics,Computer Vision,Image Generation,viral,69245,9322,3301,599,5548,268,1358,266,14712,Python,None,PyTorch,MIT,2016-04-27,2022-08-14,2300,False,79809,8504,8,140.6,392,True,True,False,True,False,False,False,False,True,True,Good,0.501,brew,3.12+,AMD ROCm,Azure,75.0
R01155,smart-infer,startup-22,MLOps & Infrastructure,Model Serving,new,23,1,1,10,59,4,116,6,103,Python,None,JAX,GPL-3.0,2018-03-11,2025-09-14,2744,True,132,19,32,6.6,1718,False,True,True,False,False,True,False,False,True,False,Excellent,0.414,conda,3.8+,CUDA GPU,Azure,49.2
R01156,flex-graph,indie-dev-72,Data Engineering,Data Labeling,moderate,1027,157,64,7,104,2,57,3,47,TypeScript,None,Triton,CC-BY-4.0,2016-05-16,2020-12-29,1688,False,3673,152,28,79.1,87,False,True,False,False,False,False,False,False,False,True,Excellent,0.689,cargo,N/A,CPU+GPU,None,36.7
R01157,micro-diff-studio4,research-lab-11,Data Engineering,Data Labeling,niche,366,69,26,0,0,0,0,1,26,Go,None,PyTorch,Unlicense,2022-08-17,2024-07-27,710,False,9231,820,8,180.8,218,False,True,False,False,False,False,False,False,True,False,Good,0.692,docker-only,N/A,CUDA GPU,GCP,16.8
R01158,super-lab-spark,research-lab-18,Natural Language Processing,Question Answering,new,29,3,0,14,119,3,81,2,44,Python,None,ONNX,GPL-3.0,2019-01-10,2024-03-14,1890,False,109,7,28,153.7,1574,True,True,False,True,False,True,True,True,False,False,Excellent,0.338,conda,3.11+,Multi-GPU,Modal,54.2
R01159,multi-prompt-stack,meta-llama,Audio & Speech,Voice Cloning,new,18,1,0,12,47,1,18,2,30,Rust,C++|Mojo,None/Custom,Apache-2.0,2016-07-05,2025-05-13,3234,False,112,15,52,208.1,2022,False,True,False,False,False,False,False,False,False,False,Average,0.307,pip+conda,N/A,CPU+GPU,Modal,33.2
R01160,flash-serve-base96,indie-dev-15,AI Safety & Interpretability,Watermarking,niche,257,89,15,7,79,1,18,1,12,Python,TypeScript|Go,PyTorch,Proprietary,2015-07-03,2017-05-10,677,False,272,14,5,247.6,444,True,True,False,True,False,False,False,True,True,False,Poor,0.898,pip+conda,3.12+,Apple Silicon,GCP,43.6
R01161,flowhub,indie-dev-26,Audio & Speech,Speech Recognition,niche,500,132,5,10,117,1,25,1,10,Python,Go|Java|Mojo,None/Custom,MIT,2023-09-01,2024-03-02,183,False,5053,242,1,257.7,161,True,True,False,True,False,False,False,False,True,True,Average,0.8,conda,3.8+,CPU,Azure,41.1
R01162,IXHX,research-lab-38,Computer Vision,OCR,niche,447,152,26,8,31,0,0,1,18,Python,Zig|Swift|C,PyTorch,BSD-3-Clause,2022-03-09,2022-09-08,183,False,2976,170,1,169.2,4458,False,True,False,False,False,False,False,False,True,False,Excellent,0.732,npm,3.11+,CPU,Multi-cloud,19.7
R01163,ultra-quant,startup-41,Graph & Geometric ML,Geometric Deep Learning,new,50,12,1,2,13,4,30,1,20,Python,Zig,None/Custom,Apache-2.0,2022-08-23,2025-08-15,1088,True,111,5,15,37.3,265,False,True,False,False,False,False,False,False,False,False,Good,0.537,npm,3.10+,Apple Silicon,Replicate,45.1
R01164,doc-stack,eleutherai,Generative AI,Code Generation,niche,459,90,27,5,30,0,0,2,22,TypeScript,C++|Java|Julia,PyTorch,MIT,2017-03-11,2025-09-02,3097,True,5964,461,39,17.7,98,False,True,True,False,False,False,False,False,True,False,Good,0.54,cargo,N/A,Apple Silicon,Together AI,49.7
R01165,QPF,indie-dev-52,Natural Language Processing,Question Answering,new,48,3,1,13,141,3,24,2,12,C,None,JAX,Apache-2.0,2019-06-13,2024-10-30,1966,False,122,13,8,211.1,586,False,True,False,False,False,False,True,False,True,True,Poor,0.567,pip+conda,N/A,CUDA GPU,Together AI,25.5
R01166,pro-pipe-hub,salesforce-research,Audio & Speech,Speaker Diarization,niche,318,72,8,2,4,1,11,1,29,Python,None,TensorFlow,MIT,2019-06-11,2020-12-17,555,False,990,38,3,84.0,1284,False,True,False,True,True,False,True,True,True,False,Excellent,0.816,pip+conda,3.12+,CPU+GPU,None,29.7
R01167,cross-safe-js,pinecone-io,Reinforcement Learning,Robotics Control,new,49,17,3,15,176,0,0,1,34,Go,None,TensorFlow,MIT,2015-10-11,2022-07-13,2467,False,152,6,11,136.1,9502,True,True,False,False,False,False,False,True,False,False,Average,0.791,cargo,N/A,Apple Silicon,None,37.7
R01168,pro-opt-base,startup-2,Audio & Speech,Speaker Diarization,new,50,10,3,11,89,4,47,1,10,C++,None,None/Custom,Apache-2.0,2021-02-01,2025-02-05,1465,False,590,53,7,72.8,2355,True,False,False,True,False,False,False,True,False,False,Average,0.69,brew,N/A,CUDA GPU,Replicate,34.4
R01169,prune-kit,research-lab-9,AI Safety & Interpretability,Adversarial Robustness,moderate,933,117,12,6,46,2,55,4,56,Scala,C++,PyTorch,MIT,2024-09-23,2024-11-15,53,False,1442,201,0,275.9,387,False,True,True,False,True,False,False,False,False,False,Poor,1.0,cargo,N/A,AMD ROCm,Replicate,21.1
R01170,JOPX,openai,AI Safety & Interpretability,Adversarial Robustness,niche,232,25,5,2,20,0,0,2,28,Python,Kotlin|Rust,PyTorch,Proprietary,2020-02-24,2020-06-06,103,False,617,56,1,121.7,6120,True,False,True,False,False,True,False,False,False,True,Average,0.739,pip+conda,3.12+,CUDA GPU,Together AI,20.5
R01171,merge-box,salesforce-research,Reinforcement Learning,Environments & Simulators,new,15,0,0,6,74,4,48,1,10,Python,None,MLX,BSD-3-Clause,2019-10-14,2022-10-18,1100,False,12,23,12,407.6,74,False,False,False,True,False,False,False,False,True,False,Good,0.601,npm,3.8+,CUDA GPU,Multi-cloud,28.4
R01172,meta-agent-py,startup-27,Audio & Speech,Voice Cloning,new,29,4,1,2,28,0,0,1,10,R,None,CUDA,AGPL-3.0,2023-02-25,2024-01-04,313,False,632,68,1,112.6,789,True,True,True,True,False,False,False,False,False,False,Good,0.879,cargo,N/A,Multi-GPU,Replicate,40.2
R01173,meta-distill-hub,startup-6,Computer Vision,3D Vision,niche,475,79,30,10,49,1,18,3,50,Python,Zig|R|Lua,TensorFlow,Proprietary,2018-10-16,2025-05-15,2403,False,8447,1263,29,221.8,356,True,False,False,False,False,True,False,True,False,False,Good,0.769,brew,3.11+,TPU,Replicate,34.6
R01174,PPLS,startup-21,MLOps & Infrastructure,Model Monitoring,moderate,1184,221,29,12,43,3,27,7,195,Python,None,PyTorch,Apache-2.0,2021-04-08,2023-09-25,900,False,3868,261,6,152.8,284,False,True,False,False,False,True,False,False,True,False,Good,0.568,cargo,3.9+,CUDA GPU,AWS,25.4
R01175,dyna-bert-ml13,phidata-ai,Computer Vision,Image Segmentation,moderate,1126,227,12,5,40,1,19,7,94,Python,Julia,PyTorch,BSD-3-Clause,2021-11-02,2022-07-07,247,False,2011,265,4,217.6,1541,True,True,False,False,False,False,True,True,False,False,Excellent,0.876,brew,3.10+,TPU,AWS,34.8
R01176,flex-opt-craft,indie-dev-63,Computer Vision,Face Recognition,niche,306,34,4,9,100,0,0,3,80,C++,Scala|Mojo,TensorFlow,BSD-3-Clause,2017-07-07,2023-07-18,2202,False,378,39,19,190.5,1203,True,True,True,False,True,False,False,False,False,False,Good,0.814,pip+conda,N/A,Apple Silicon,Modal,44.3
R01177,chat-studio,apache,Graph & Geometric ML,Molecular ML,niche,328,41,25,4,30,0,0,1,13,Python,None,ONNX,MIT,2022-06-15,2024-07-29,775,False,2193,244,12,231.8,151,False,True,True,False,False,False,False,False,False,False,Good,0.891,pip,3.11+,CPU+GPU,Replicate,28.6
R01178,NQRW,research-lab-35,Generative AI,Creative AI,niche,239,12,8,1,12,0,0,2,29,TypeScript,Java|R|Scala,TensorFlow,Proprietary,2021-03-04,2023-08-11,890,False,799,35,8,98.5,208,False,False,False,False,False,False,False,False,False,False,Good,0.733,brew,N/A,Apple Silicon,AWS,15.9
R01179,prompt-py,indie-dev-41,Large Language Models,Alignment & RLHF,new,12,1,0,13,40,2,45,3,27,Rust,None,None/Custom,BSD-3-Clause,2024-06-01,2025-10-15,501,True,37,33,2,34.6,496,True,False,False,True,False,True,False,True,False,False,Average,0.738,brew,N/A,Apple Silicon,None,44.4
R01180,meta-gpt-pulse,anthropic-tools,Large Language Models,Prompt Engineering,niche,500,28,24,3,33,0,0,1,19,Python,R|Rust|C,None/Custom,BSD-3-Clause,2023-09-08,2024-10-15,403,False,931,128,3,251.4,2889,False,False,False,True,False,True,True,True,False,False,Poor,0.683,pip,3.11+,CPU,Hugging Face,22.5
R01181,rl-studio52,modal-labs,Graph & Geometric ML,Knowledge Graphs,new,21,3,0,3,16,1,13,1,10,Python,C|Rust|Lua,MLX,Unlicense,2023-02-03,2024-11-15,651,False,13,1,7,63.2,21,True,True,True,False,False,False,False,True,True,False,Good,0.594,conda,3.10+,CPU,AWS,33.8
R01182,eval-studio,startup-42,Generative AI,GANs,new,30,2,1,13,193,1,20,2,32,Python,Swift|Julia,ONNX,MIT,2020-12-23,2023-08-05,955,False,364,15,14,229.2,229,False,False,False,False,False,False,False,False,False,False,Average,0.323,docker-only,3.11+,AMD ROCm,GCP,20.1
R01183,pro-infer-ml,startup-29,Graph & Geometric ML,Point Cloud Processing,moderate,1505,237,116,28,203,3,32,9,419,Python,R,TensorFlow,MIT,2024-02-24,2024-06-04,101,False,9193,736,2,93.5,1867,False,True,False,True,False,False,False,False,False,False,Good,0.514,pip,3.9+,CUDA GPU,Replicate,34.2
R01184,micro-agent,indie-dev-54,MLOps & Infrastructure,Model Monitoring,niche,291,62,14,3,13,1,22,3,19,Python,None,TensorFlow,GPL-3.0,2024-09-01,2025-09-01,365,True,455,51,2,16.7,422,False,True,False,True,False,False,False,True,False,True,Good,0.744,source-only,3.11+,AMD ROCm,Replicate,45.5
R01185,visionbase,research-lab-34,Computer Vision,Super Resolution,moderate,2651,406,80,76,818,6,74,2,21,Rust,Kotlin|C++|Go,JAX,MIT,2016-05-05,2018-03-21,685,False,27244,532,8,177.0,192,True,True,False,False,False,False,True,False,True,False,Good,0.54,brew,N/A,AMD ROCm,AWS,40.7
R01186,next-prune-ai,pytorch,AI Safety & Interpretability,Guardrails,niche,346,84,25,3,27,0,0,2,19,Rust,None,Keras,Apache-2.0,2023-07-04,2023-09-17,75,False,231,26,1,177.2,739,False,False,True,False,False,False,False,False,True,False,Good,0.778,pip,N/A,CUDA GPU,Multi-cloud,10.6
R01187,quick-vector-core,startup-41,MLOps & Infrastructure,AutoML,viral,44843,13649,2717,468,2708,56,1641,897,15484,C++,Julia|Scala,PyTorch,MIT,2018-09-07,2021-12-16,1196,False,208039,29276,20,234.5,357,True,True,True,True,False,False,False,False,False,False,Average,0.896,pip+conda,N/A,CPU,Modal,83.5
